CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-04966,Existing,22,F,1,Graduate,Single,$60K - $80K,Blue,24,1,3,5,4913.0,884,3865.692376554938,2.903756235009645,2940,86,1.5558279558337968,0.5925387713821482
CID-04967,Attrited,29,F,4,High School,Divorced,$40K - $60K,Blue,37,5,4,2,5297.0,1183,4728.960540813718,1.4534023987115514,2228,98,3.469565861677656,0.5839672359723925
CID-04968,Existing,18,M,5,High School,Married,Unknown,Blue,34,6,0,0,2906.0,2614,925.800630473098,3.0719079323431258,3940,62,3.159067242006673,0.6820351932670445
CID-04969,Attrited,32,M,1,Uneducated,Single,Less than $40K,Blue,51,6,5,3,3819.2,628,4474.858260613329,2.363335132749807,3108,47,1.603295024928833,0.06613443618484388
CID-04970,Existing,42,M,1,High School,Married,$40K - $60K,Silver,24,6,1,6,6154.0,1499,5583.4619265909505,1.293040814005077,6656,13,1.348261693153428,0.03432024111393901
CID-04971,Existing,35,F,1,Post-Graduate,Married,$120K +,Blue,59,6,0,3,6951.0,1132,3052.078405672403,1.0313277074893004,1358,37,2.4076341117484517,0.5528931257678554
CID-04972,Attrited,55,M,5,Graduate,Married,$40K - $60K,Blue,27,3,5,3,4806.0,1743,4300.7821968953795,3.132017037077988,7365,33,2.60579990003765,0.49680189443094225
CID-04973,Existing,59,F,1,Unknown,Divorced,$120K +,Blue,56,5,4,5,4507.5,1151,1533.2013740662996,3.4784654266204447,4119,88,2.4961228180467057,0.05914467247855597
CID-04974,Existing,63,M,4,High School,Married,$40K - $60K,Blue,25,5,3,3,1000.0,1498,0.0,2.1699016147615073,1686,66,1.7531298839892004,0.34083588531283593
CID-04975,Existing,43,M,2,Uneducated,Married,$120K +,Blue,51,3,2,4,7320.0,256,4449.615113456542,1.2619556009391424,3126,99,3.4193369297201595,0.7302428532987992
CID-04976,Existing,57,F,3,Graduate,Divorced,$80K - $120K,Blue,45,4,3,3,4174.5,407,1089.679269108537,1.2696459086649639,1815,31,2.2693737519872084,0.34158493242429
CID-04977,Existing,20,F,1,Unknown,Divorced,$60K - $80K,Blue,51,3,1,6,4443.0,1302,3588.1767833127433,3.4236512433094033,4503,16,1.133756135006756,0.35986236444300845
CID-04978,Existing,39,M,4,College,Single,$60K - $80K,Blue,40,5,4,5,9022.0,1153,8275.00242800097,1.930337546523977,9112,19,2.4185032539917404,0.6502000080986392
CID-04979,Existing,43,M,0,Graduate,Married,$40K - $60K,Blue,39,3,2,5,5511.0,1402,4875.007772255262,2.958640221218633,3829,68,2.3902687326747833,0.25878184368140533
CID-04980,Existing,36,M,3,College,Married,Unknown,Blue,38,2,5,2,2226.7,1469,2809.6612121507974,2.826553565335123,5798,66,2.0695450931213335,0.4668126810205124
CID-04981,Attrited,61,M,1,Graduate,Divorced,$80K - $120K,Blue,49,6,4,7,4708.5,1985,1947.41699763209,1.5000566540312157,8272,95,2.425639061931155,0.8142046578676106
CID-04982,Existing,61,M,1,Unknown,Married,$120K +,Silver,24,4,1,2,10281.0,990,5735.665610643497,2.5378029766576526,6834,65,0.7759152091470304,0.14015557045917293
CID-04983,Existing,64,F,3,Graduate,Married,$80K - $120K,Blue,14,4,3,1,4300.5,816,2366.1789607136952,2.819375234091069,4540,37,2.280481786064975,0.573894272099133
CID-04984,Existing,56,M,3,Graduate,Unknown,Unknown,Blue,50,5,4,1,1000.0,2716,125.30840988002956,2.8627846590346455,4438,29,2.466304942246977,0.45218643883822884
CID-04985,Existing,53,M,1,Doctorate,Married,$120K +,Silver,49,6,1,0,8052.0,2193,5199.278576316981,3.3413510634593786,5132,69,0.879850872115878,0.7840038840070646
CID-04986,Existing,38,M,4,Doctorate,Divorced,$120K +,Blue,16,6,3,4,14106.0,1780,7911.562539529723,2.130601344278717,1808,29,1.8211436550548874,0.08738639789133502
CID-04987,Existing,58,F,0,High School,Divorced,Unknown,Blue,27,4,2,1,7659.0,1530,4447.038751697148,1.0967195991305339,1980,74,0.5561355842469435,0.8221062281407014
CID-04988,Existing,65,M,4,Post-Graduate,Divorced,$40K - $60K,Blue,42,6,1,2,4915.0,2825,4267.027783940307,1.0746179544267123,2364,80,2.130366158142988,0.5231603091837477
CID-04989,Existing,43,F,5,Graduate,Unknown,$80K - $120K,Blue,33,5,2,0,3523.5,1447,1116.945648754194,2.412939677240212,4509,59,1.1142737284759838,0.5693073037912828
CID-04990,Existing,30,M,2,High School,Married,$120K +,Blue,14,6,3,6,2907.0,2004,1416.9252242853229,2.981649828177539,3547,42,1.4766176223897682,0.363446958116909
CID-04991,Attrited,53,M,2,College,Unknown,$40K - $60K,Silver,16,2,2,3,5333.0,2221,3857.8932894435766,1.2080684885805208,6228,63,2.9829733325300656,0.5686715436953484
CID-04992,Existing,41,M,2,High School,Married,Unknown,Blue,14,5,2,3,7821.0,2779,6700.633765173001,3.035340404215364,8221,92,1.0003867278596934,0.07041363709218566
CID-04993,Existing,58,M,1,Graduate,Divorced,Less than $40K,Blue,26,2,2,2,3758.9999999999995,2642,4463.071877820509,3.4382803516285674,3373,50,2.9602427823366817,0.10713530166793575
CID-04994,Existing,43,F,0,College,Divorced,$60K - $80K,Blue,45,6,7,0,4760.0,930,4734.953825476457,3.476436906330111,8149,39,0.6988470439206864,0.4116366123778355
CID-04995,Existing,38,M,0,Graduate,Married,Less than $40K,Blue,26,2,2,4,4079.6,1438,3457.6876109319646,3.123070272164724,5405,49,1.8316959834637907,0.6000039102066538
CID-04996,Attrited,35,F,5,Graduate,Single,$60K - $80K,Blue,38,4,1,6,7529.0,1271,7264.892756795691,0.5267828296366746,1252,75,1.5031153111543527,0.16953523683433216
CID-04997,Existing,32,M,1,Post-Graduate,Married,$60K - $80K,Blue,24,4,2,3,9079.0,773,8703.14301848625,0.5247480161213336,7023,82,0.6044200281783656,0.6555460905155182
CID-04998,Existing,32,M,1,Graduate,Married,$80K - $120K,Blue,45,5,2,1,7921.5,1277,4079.574570551639,3.3195329465042436,4897,67,1.1328667593078916,0.7751079402948533
CID-04999,Existing,23,M,1,Post-Graduate,Single,$120K +,Platinum,29,5,1,2,23382.0,426,6940.995702857084,0.8263254701234704,1343,43,3.2410164627096405,0.5946993469154818
CID-05000,Existing,60,F,0,Uneducated,Married,$120K +,Blue,21,4,1,3,4494.0,1600,998.4556362355397,1.309281126274549,3599,44,1.3355664256556938,0.7590748808715637
CID-05001,Existing,48,F,1,Uneducated,Single,$80K - $120K,Blue,43,5,4,4,7197.0,-686,3511.827116173214,3.163034048406356,3615,56,2.610700455235254,0.4048338114818285
CID-05002,Existing,45,F,3,Uneducated,Married,Unknown,Blue,15,3,0,8,2848.2999999999997,1975,3550.3984310964715,1.6923970303631939,2207,37,3.063027296152587,0.8357911574847982
CID-05003,Attrited,25,M,3,High School,Single,$60K - $80K,Gold,13,5,3,4,11992.5,619,6086.048450588438,1.3488509651319525,5180,92,3.1810371450671475,0.7116472281983486
CID-05004,Existing,46,F,3,College,Divorced,$120K +,Blue,41,3,0,2,11845.5,560,6663.37811144972,0.9874454550479066,8333,65,2.9205797059701886,0.37613009131626296
CID-05005,Attrited,38,M,1,Graduate,Married,$80K - $120K,Blue,42,5,4,3,8029.5,2144,4177.057031545611,3.120958390279798,3542,22,1.6658426751083542,0.6352951744282244
CID-05006,Existing,34,F,3,Graduate,Married,$80K - $120K,Gold,57,3,0,3,9699.75,1347,3120.3830396862995,2.104447469080811,5696,57,0.8142829451983814,0.3832189007950963
CID-05007,Existing,66,F,5,High School,Married,$40K - $60K,Gold,14,2,1,4,8107.5,1182,3552.754108918697,1.2805184979689106,2080,24,0.9867112092407576,0.25837373720902496
CID-05008,Existing,41,M,1,College,Single,$40K - $60K,Blue,55,1,0,4,4301.0,718,3146.1448160208674,2.1200745268467047,5398,27,0.8982147827076901,0.09596814099400912
CID-05009,Existing,67,M,5,Unknown,Unknown,Unknown,Blue,16,5,4,3,8104.0,899,7391.20357120374,3.3106297904941653,6587,90,1.4882055324585024,0.11247505750893376
CID-05010,Existing,53,F,3,College,Married,$120K +,Gold,45,6,2,3,14627.25,2467,5553.521886367675,0.7412214984575349,3200,24,2.9809776446248506,0.5507404063183804
CID-05011,Existing,48,F,1,Graduate,Married,$40K - $60K,Blue,25,5,1,3,3758.0,1692,3231.9388956694847,2.148645611638959,659,46,1.533284581297036,0.7716230496105007
CID-05012,Existing,64,M,4,High School,Single,Unknown,Blue,48,2,3,3,2365.0,2059,889.1513712654673,2.3346277459641107,6665,84,2.115022501274912,0.6799647477862218
CID-05013,Existing,51,F,2,Post-Graduate,Single,$60K - $80K,Blue,18,4,1,3,2803.0,294,2772.470476789847,0.872114075294742,-702,37,2.019780115768345,0.00872836497608071
CID-05014,Existing,19,F,4,Graduate,Married,$60K - $80K,Blue,26,4,2,5,6720.0,2636,5075.810176321216,2.5331947759474582,5241,31,2.1915407790800847,0.3921962820268089
CID-05015,Existing,59,M,2,High School,Single,$60K - $80K,Blue,30,4,1,2,8535.0,1147,8077.601029807472,2.771191399217427,7257,47,0.8143696712869534,0.26449161265813154
CID-05016,Existing,20,M,2,Unknown,Married,$80K - $120K,Blue,30,2,5,5,7269.0,538,4044.251466578464,2.7477919124362864,2124,46,2.2917412039796012,0.24588111446682578
CID-05017,Existing,47,F,3,Doctorate,Married,Unknown,Blue,28,6,1,2,2522.0,1142,1969.2754271312258,1.015322032543458,2506,36,3.3939419973739673,0.17852315340133282
CID-05018,Existing,25,M,2,Post-Graduate,Married,$120K +,Blue,59,1,1,4,10950.0,2151,6799.743405903274,2.4120060900699425,5123,74,2.436642474064164,0.7047554013351035
CID-05019,Existing,69,M,2,Unknown,Single,$120K +,Blue,51,4,1,3,4411.5,2117,1739.4638196767096,2.2511683573228147,4500,10,2.0599913303584563,0.2125413323308966
CID-05020,Attrited,24,M,4,Graduate,Unknown,$80K - $120K,Blue,24,4,2,4,6336.0,647,2853.0563474133487,1.2192015234492564,3503,28,1.5945124367544363,0.46269683132510736
CID-05021,Existing,29,F,2,Post-Graduate,Unknown,Less than $40K,Silver,32,5,1,2,3117.7999999999997,1447,3193.561908440374,0.5437954451496972,5799,65,0.6166287889523252,0.20696566127146718
CID-05022,Existing,36,F,1,College,Single,$60K - $80K,Blue,54,2,2,1,2921.0,1104,2900.289294660403,3.378186457346759,991,82,0.8089732987608356,0.2964899770382505
CID-05023,Attrited,43,M,5,Post-Graduate,Married,$60K - $80K,Blue,12,2,4,4,6281.0,897,4953.425673788877,2.908858082780883,5476,16,1.6748538411425553,0.18277258882513192
CID-05024,Existing,45,F,5,High School,Married,$120K +,Blue,29,3,4,4,7413.0,3425,4431.138986445858,2.6093817814798683,5396,39,1.8971822525894186,0.540074690158222
CID-05025,Attrited,32,F,1,High School,Single,Unknown,Blue,35,5,4,2,2237.0,1187,569.4204843378664,1.4661063242820735,2630,12,1.7372468426480001,0.7065253154217505
CID-05026,Existing,31,M,3,Graduate,Divorced,Unknown,Blue,41,3,2,3,5048.0,2613,3352.435188299685,1.9095037589931787,6606,56,1.5365727513177172,0.3212129212535946
CID-05027,Existing,65,F,4,High School,Married,$40K - $60K,Blue,18,3,0,9,4049.0,1542,3456.065919127725,2.284470503136241,4244,62,2.5041804685137,0.33899150268275563
CID-05028,Existing,31,F,0,Graduate,Unknown,$40K - $60K,Silver,38,1,1,2,2968.0,1313,2738.056752839434,0.6429411851692429,5109,45,3.442617215764999,0.30535963890247414
CID-05029,Existing,20,F,5,Graduate,Divorced,$60K - $80K,Blue,38,4,2,3,6216.0,2662,5284.707613593802,2.068507887713636,-349,36,2.4873119728588584,0.35489393663535423
CID-05030,Existing,67,F,4,Graduate,Married,$40K - $60K,Blue,14,2,2,3,4983.0,2801,4135.62890781238,1.8003114596707852,-750,54,2.061659168411095,0.1653230468869357
CID-05031,Existing,46,M,5,High School,Married,Unknown,Silver,27,3,3,4,4342.0,1303,3040.8754236033697,1.623624842395151,3655,41,3.492168696522118,0.2754967074743291
CID-05032,Existing,23,M,0,High School,Divorced,$60K - $80K,Silver,15,6,2,1,2140.0,2539,987.6781132629994,2.2308930375476157,3310,71,0.7684019933395212,0.21764747121675126
CID-05033,Existing,66,M,2,Graduate,Married,Unknown,Platinum,56,5,1,1,10878.0,1374,4110.602833250192,1.345246856592781,2613,86,2.440015759239279,0.5538267307779112
CID-05034,Existing,40,F,0,Post-Graduate,Unknown,Less than $40K,Blue,12,2,1,2,3504.2,1536,4204.751727938826,1.1335022924417277,5340,41,2.053934834594228,0.668255114895335
CID-05035,Existing,45,F,2,High School,Married,$40K - $60K,Silver,44,4,1,2,1000.0,1780,0.0,2.9217325910715557,4659,64,2.2337809619721845,0.41080045587043723
CID-05036,Existing,31,M,5,Unknown,Married,$60K - $80K,Blue,55,2,1,3,8948.0,2232,7663.1855179746435,1.175839863320145,742,61,3.231142803062158,0.19170504042049086
CID-05037,Existing,31,M,4,Doctorate,Unknown,$120K +,Blue,56,1,0,2,11256.0,2901,6967.640221747669,1.1048324366623077,6572,55,1.4859460224095877,0.40924480030507393
CID-05038,Attrited,37,M,4,High School,Unknown,$40K - $60K,Blue,37,4,2,5,4792.0,830,3342.3777149682523,1.0603046378915622,3592,42,2.1700396819288397,0.8384127914908854
CID-05039,Existing,30,F,3,Graduate,Single,$120K +,Silver,50,4,0,5,10440.0,1666,5641.109861840353,2.3122164818272957,2338,98,1.2043612807693527,0.7703229655118036
CID-05040,Attrited,44,M,5,College,Single,$60K - $80K,Blue,14,2,1,4,4236.0,291,3770.958793932923,1.9618052993772985,5008,42,1.7380248084197465,0.7260892799569345
CID-05041,Existing,52,F,3,Unknown,Divorced,$120K +,Blue,15,6,1,2,6472.5,1181,3962.473965309262,2.112705994199409,7504,88,2.900868881394447,0.2229369220286766
CID-05042,Existing,62,M,5,High School,Unknown,$40K - $60K,Blue,44,5,4,4,6251.0,1678,5503.016857531289,2.2151755525578953,-32,74,2.20397445427435,0.11587079287241701
CID-05043,Existing,19,M,2,College,Married,$60K - $80K,Silver,16,3,4,6,4234.0,1153,3216.833608725923,0.8632405431630324,1969,71,3.253739070966344,0.18868366826049493
CID-05044,Existing,58,M,5,Uneducated,Single,$40K - $60K,Blue,40,6,3,4,5754.0,2241,5348.171999742536,1.8567751137759987,4586,35,3.360802575723677,0.6174588071486967
CID-05045,Existing,62,F,5,College,Single,$40K - $60K,Blue,22,3,1,1,2380.0,2224,1135.7151229774038,2.4822627555785406,4283,19,3.333234820741204,0.7374283610346759
CID-05046,Existing,57,M,2,Graduate,Married,$60K - $80K,Blue,14,6,2,1,2248.0,2809,699.3841737079856,1.0100085833023273,6294,33,1.8130976022944703,0.4506948331731871
CID-05047,Existing,65,F,1,High School,Unknown,$40K - $60K,Silver,29,3,5,5,4973.0,733,4626.593947779467,1.3693174280891,4788,36,2.3358376911708962,0.05573433990764903
CID-05048,Existing,41,M,1,Unknown,Divorced,$120K +,Blue,41,2,4,4,3460.5,2396,1651.790034049685,1.4171785000034811,1271,77,1.9195633698583663,0.37601531510858033
CID-05049,Existing,46,M,5,Uneducated,Divorced,$80K - $120K,Blue,28,5,0,5,9310.5,38,4755.936441656474,2.62555946876452,1612,80,2.6356895305546084,0.3766013491309339
CID-05050,Existing,20,M,1,Graduate,Married,$40K - $60K,Blue,57,2,4,2,6159.0,1252,4824.028201480806,0.6438097770835386,2369,90,3.134610723499339,0.12738610392532126
CID-05051,Existing,62,F,4,High School,Divorced,Unknown,Blue,41,6,1,5,1123.0,967,0.0,2.9329768799340012,5965,84,2.11715859132555,0.5682618056323474
CID-05052,Existing,21,F,5,High School,Married,Unknown,Blue,41,3,5,6,4297.0,2038,3351.0990870218207,2.5203486268869435,3391,56,3.2675404717320538,0.7671154412339974
CID-05053,Existing,67,M,0,Unknown,Single,Unknown,Silver,44,3,2,2,6612.0,-45,5439.965844369637,1.3072481360577632,3915,12,2.152007505650192,0.098605947864209
CID-05054,Existing,19,F,2,College,Divorced,$60K - $80K,Blue,28,6,3,3,3066.0,1841,1436.1955036686854,2.5256928544687476,4769,22,1.5780767053017968,0.8189996840101458
CID-05055,Existing,37,M,3,Graduate,Single,$60K - $80K,Blue,50,3,3,2,5184.0,32,3560.897339784074,2.6401140567407024,7564,84,0.8438745166138532,0.2814276693522965
CID-05056,Existing,32,M,2,Graduate,Married,$40K - $60K,Silver,27,5,5,1,3308.0,1653,2525.425459298276,1.6929589301455068,2421,99,2.513813348312143,0.49227395258619044
CID-05057,Existing,66,M,5,Uneducated,Married,Less than $40K,Gold,44,6,3,2,3161.5499999999997,1696,1963.653240823978,1.1151788718399969,1866,40,2.502958727947747,0.5448002617434151
CID-05058,Existing,49,F,0,College,Single,$80K - $120K,Silver,58,1,1,0,7818.0,1271,3813.7772596835066,3.224713727205413,3753,29,1.3253716136795082,0.8332766932261741
CID-05059,Existing,59,M,2,Graduate,Single,$60K - $80K,Blue,13,3,0,4,1709.0,2415,477.09701972440075,2.916431443705592,2484,58,1.9427533864025328,0.592285455255582
CID-05060,Existing,18,M,3,Doctorate,Married,$80K - $120K,Blue,13,3,3,2,6931.5,834,3635.2778733706764,2.152974134293861,2424,38,3.456358048449528,0.8032590655456096
CID-05061,Attrited,55,M,3,Graduate,Married,$60K - $80K,Gold,35,5,5,7,9096.0,1810,4681.565687945253,0.7717100091622807,3419,18,1.8050869434439374,0.33491992299763973
CID-05062,Attrited,52,M,0,Uneducated,Single,Unknown,Silver,16,2,3,1,1922.8999999999999,1580,1889.8336587128463,1.2983351440457764,5695,82,2.505717959635766,0.34126589251837847
CID-05063,Existing,68,M,3,High School,Married,$80K - $120K,Blue,47,6,3,5,4821.0,2741,1970.1052846449556,2.091735682712231,3665,28,2.6461554561721212,0.7622810033669335
CID-05064,Existing,24,M,4,Unknown,Married,$40K - $60K,Silver,14,4,0,4,6508.0,213,5455.206770664896,1.8321730084329575,5108,92,1.6169587302724022,0.1162676452965405
CID-05065,Existing,62,M,3,Unknown,Single,$60K - $80K,Blue,51,4,2,2,1173.0,2767,551.3034249850198,2.5666548489720715,1747,92,2.925754207809375,0.5172652096320602
CID-05066,Existing,30,F,0,College,Single,$40K - $60K,Gold,43,5,5,0,10795.5,2481,6830.244425610951,3.366801289603708,7836,21,2.832201342525773,0.15362466751557463
CID-05067,Existing,66,M,0,Graduate,Married,Less than $40K,Silver,25,1,2,4,1246.6999999999998,1807,0.0,2.267012737387847,4394,84,1.0975655403962103,0.308566137139072
CID-05068,Existing,18,M,2,High School,Single,$120K +,Blue,49,6,0,2,8290.5,1545,5140.917428601834,1.3175369363200522,3564,30,1.0751309650480985,0.699521395593915
CID-05069,Attrited,31,M,3,Graduate,Married,Less than $40K,Gold,54,2,3,4,4996.95,1075,3720.8635999410435,1.3113570766829614,220,37,2.3269612752649933,0.6780103788116948
CID-05070,Existing,46,M,3,Graduate,Unknown,$60K - $80K,Blue,16,3,4,3,4369.0,1253,3291.365015557177,3.3239200448147903,4106,12,1.0028443500623463,0.7492610351283109
CID-05071,Existing,20,F,5,High School,Single,$120K +,Silver,48,2,2,4,8995.5,1002,4939.399493254248,1.7808307547170203,4515,19,1.6137758432975673,0.6711058051555452
CID-05072,Existing,63,M,5,Doctorate,Divorced,$40K - $60K,Blue,57,1,2,3,3554.0,530,2112.8214755879617,1.969039919548202,3593,48,2.472373103013573,0.5026737219737515
CID-05073,Existing,41,F,0,Uneducated,Married,$60K - $80K,Silver,37,6,1,3,4394.0,2055,3582.473575387794,0.9690355545349175,4992,60,2.5896625104558586,0.29385177492808245
CID-05074,Existing,18,F,5,Unknown,Married,Unknown,Blue,28,3,2,1,5326.0,2270,4474.628467076167,1.6531223959624801,4530,61,3.096217674138158,0.38869760013745686
CID-05075,Attrited,65,F,2,Graduate,Divorced,Less than $40K,Gold,30,5,5,4,3550.0499999999997,2710,2334.140180432974,1.6956065368084727,2152,60,3.3051890115380873,0.15298681860683788
CID-05076,Existing,27,M,2,Graduate,Married,Unknown,Blue,22,5,1,6,4589.0,1409,4425.229562034619,3.25257142644098,6188,73,2.2505000062484566,0.356340877569745
CID-05077,Existing,30,M,4,Uneducated,Single,$60K - $80K,Blue,18,3,1,5,2677.0,2181,2172.324739504674,2.8318776254149887,3734,65,2.4866966435941085,0.7813581665270878
CID-05078,Existing,53,M,4,Graduate,Single,Less than $40K,Blue,24,3,1,3,3209.5,74,2964.1302142210725,1.279496477315735,4470,85,1.081424765536694,0.26963344720043214
CID-05079,Existing,26,F,0,Post-Graduate,Married,$60K - $80K,Silver,36,5,1,2,2767.0,1408,2031.5602551359802,2.598895259491652,6789,43,3.3336552885341892,0.22606044890678684
CID-05080,Existing,31,M,2,Graduate,Single,Less than $40K,Blue,59,1,2,3,4400.2,1312,6259.165165492545,1.3566655588108127,1944,34,2.6127447224241385,0.26982745977572736
CID-05081,Existing,53,M,2,Graduate,Married,$120K +,Gold,23,1,3,3,10325.25,1741,4370.806757208678,0.805844473838819,3966,59,2.658801255869252,0.20675085788474545
CID-05082,Existing,27,M,4,High School,Married,$80K - $120K,Silver,42,5,1,1,3828.0,763,1977.2565846299112,2.968680324887238,3603,29,1.953757365527155,0.6663649391217208
CID-05083,Existing,57,F,5,High School,Married,Less than $40K,Silver,39,2,0,1,1328.6,1133,1169.802529331745,1.7345437012873701,426,18,0.7604987077750406,0.25929501509443825
CID-05084,Existing,40,F,4,Graduate,Married,$120K +,Blue,26,1,2,4,7470.0,880,4222.426228541269,0.5064883367158854,4555,59,1.7252796490438298,0.47637942024579044
CID-05085,Existing,52,M,0,Graduate,Married,$40K - $60K,Blue,44,1,1,2,5274.0,2225,3583.0299358524,1.3512391072372414,8424,11,0.9339360103736278,0.6621598550724356
CID-05086,Existing,24,M,2,Uneducated,Married,$40K - $60K,Silver,22,1,3,4,3361.0,1415,2222.801620339098,2.8634254374808297,5418,59,1.0103467275334956,0.6784047941008066
CID-05087,Existing,59,M,0,Graduate,Married,$40K - $60K,Blue,50,4,1,3,5515.0,1531,3927.921742884823,1.0542600704925147,3873,14,1.8364232534012288,0.5954646474841223
CID-05088,Existing,52,M,4,College,Single,$60K - $80K,Silver,43,4,1,2,7403.0,863,6247.167786564145,2.2046857726581557,1038,62,3.4915070180807533,0.48531329644159726
CID-05089,Existing,19,F,3,Graduate,Married,Less than $40K,Blue,27,3,4,3,5207.299999999999,2200,6225.498645858901,2.5082818994575864,4485,71,1.1827719708255766,0.6549309771890158
CID-05090,Existing,32,F,4,College,Divorced,Less than $40K,Blue,20,1,3,2,5960.5,1880,7672.075229785977,2.5531081094163888,620,75,3.4033807846157886,0.8369098855389613
CID-05091,Existing,26,F,2,High School,Married,Unknown,Gold,52,4,2,4,6030.0,1526,1106.2564594218193,0.5250190084419261,5696,16,2.8436297911995276,0.15869027856426202
CID-05092,Existing,64,M,0,High School,Unknown,Unknown,Silver,23,1,2,3,4713.0,808,4243.554692217298,1.92983043790881,2706,53,1.3602910590647572,0.3471363271886332
CID-05093,Existing,34,F,5,College,Single,$60K - $80K,Blue,30,1,2,4,3774.0,1611,2860.5678755578347,1.5343411096328161,3857,94,3.357919508725513,0.0686404280492546
CID-05094,Existing,56,F,5,Unknown,Unknown,$60K - $80K,Blue,25,6,2,1,2881.0,1983,2544.2823630839366,2.1808830491672313,4426,64,3.301728952072747,0.8485148454809168
CID-05095,Existing,69,F,2,College,Married,Unknown,Gold,23,6,1,2,8086.5,2572,4111.049117240003,1.0062406415731875,3057,95,1.0448471825825196,0.12485396469118286
CID-05096,Existing,35,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,3,1,3,1264.0,2141,0.0,0.9292890608282326,5414,87,2.8426965262485195,0.19779575806989586
CID-05097,Existing,32,M,4,College,Married,$40K - $60K,Blue,20,5,2,3,8714.0,1127,7482.234710785804,2.852003009139318,6227,58,0.8764129378934764,0.1088527242302059
CID-05098,Existing,35,F,1,High School,Unknown,Unknown,Blue,32,5,2,4,2850.0,-54,2587.2754983393215,1.5768063384778568,2222,84,2.812439780570325,0.3965662325237316
CID-05099,Existing,41,F,4,Unknown,Married,$80K - $120K,Blue,23,6,2,4,3064.5,1977,0.0,0.6392154685366312,6829,56,2.8308587201320563,0.8445604923199552
CID-05100,Existing,40,F,2,Graduate,Married,Less than $40K,Blue,56,6,0,2,3226.2999999999997,509,3741.2192971908735,3.31873504192291,6939,69,3.4585396704171556,0.019104663767048256
CID-05101,Existing,29,M,0,High School,Married,$80K - $120K,Blue,48,1,1,5,7782.0,1403,3853.8058308044647,2.5897246003304883,7131,83,1.0565486733197864,0.366426627737574
CID-05102,Existing,40,F,0,High School,Married,$120K +,Silver,16,3,3,2,10113.0,1695,5710.2395218408665,3.4263512919277397,1888,18,1.8238520080134477,0.6082397729911021
CID-05103,Existing,38,M,1,Unknown,Married,$40K - $60K,Gold,20,4,0,3,8512.5,1292,4976.622146528157,0.5699854751893147,2758,49,1.0513109125242162,0.05796030987251588
CID-05104,Existing,43,M,5,Graduate,Divorced,$40K - $60K,Blue,31,2,4,3,6524.0,1747,6126.2154762569935,1.8623058390595233,4232,26,3.4960564155832263,0.7550368486650487
CID-05105,Existing,25,M,2,High School,Married,$40K - $60K,Blue,17,6,2,5,7254.0,102,5977.915290160404,2.042745889464838,2777,94,3.2513826080769093,0.46746050672591455
CID-05106,Existing,47,F,4,College,Married,$80K - $120K,Silver,51,3,2,4,4963.5,1494,1831.834695590289,1.7243007312326464,6905,31,0.7600180736351242,0.7321148252885229
CID-05107,Existing,51,M,3,Unknown,Divorced,$80K - $120K,Blue,24,1,2,4,12777.0,2712,7852.228318720476,1.3924698163801488,1245,49,0.5035232711451398,0.37354285344590354
CID-05108,Existing,19,M,0,Graduate,Married,Less than $40K,Gold,27,5,2,7,5385.45,1208,4828.939457100135,0.6834156029856853,4851,14,2.81633493073992,0.40110151643952585
CID-05109,Existing,22,F,2,Graduate,Married,$80K - $120K,Blue,31,4,1,5,9846.0,2167,5714.638244216883,1.094758512478471,5646,71,0.5468976546742922,0.12738265856152725
CID-05110,Attrited,48,F,1,College,Single,$80K - $120K,Blue,16,3,2,3,7650.0,1174,3218.172745795458,2.3385103345674887,5281,70,0.9586438106098754,0.28362716800713517
CID-05111,Attrited,50,F,3,High School,Married,Less than $40K,Blue,54,6,2,4,2493.3999999999996,1083,2151.872057399534,0.7902843734641127,4133,63,3.0593641110046144,0.7655193408922446
CID-05112,Attrited,21,M,5,Graduate,Married,$60K - $80K,Blue,28,5,2,4,5033.0,979,4099.411848418662,1.2119165995089412,6377,59,0.7412442575875046,0.8287612871048703
CID-05113,Existing,23,F,2,Unknown,Single,$80K - $120K,Blue,21,3,3,4,8986.5,327,5563.790335810329,0.8739918990827171,6558,93,2.441412307865115,0.6108013764337957
CID-05114,Existing,40,M,4,High School,Married,$60K - $80K,Blue,41,2,3,4,4898.0,1765,3745.381372671085,2.4237387360221656,3440,41,3.3923068085262273,0.31028772015265693
CID-05115,Existing,62,M,5,Unknown,Married,Unknown,Blue,18,3,4,1,6112.0,1352,4454.121915960708,2.8925720094517064,2297,87,0.7082378180445636,0.008307719253012569
CID-05116,Existing,36,M,0,College,Unknown,$40K - $60K,Silver,22,6,1,5,7449.0,637,6360.93840005116,1.654859418067515,2299,27,3.0508622428298615,0.7736889042096278
CID-05117,Existing,60,F,4,Graduate,Married,Less than $40K,Blue,19,2,1,1,3040.7999999999997,951,3221.7164386059403,2.695484817391586,1809,30,1.8602983662541646,0.831964501151729
